,ABD,Alcol_peso,Alcol_vol,Attenuazione Reale (RDF) %,Attenuazione vendita apparente %p,Cellule all'insemenzamento,Diacetile + precursori (ferm.),Differenza apparente-limite,Durata di conservazione lievito in cella,Estratto apparente,Estratto apparente limite %Pp,Estratto reale,Fermentation rate (13.5°-5.5°),Grado primitivo %Pp,Hopped Wort,Hopped Wort (37°C),NBB-A,NBB-B,Pentandione + precursori,pH,Rapporto ER/ABW,Temperatura Fermentazione,Temp. lievito all'insemenzamento,Tempo di riduzione diacetile
2675,0.0,5.78,7.37,68.85,85.17,17.8,28.0,0.35,18.15,2.36,2.01,4.96,2.5,15.92,0.0,0.0,0.0,0.0,49.0,4.3,0.86,12.807534027221777,2.3,10.88
2676,0.0,5.73,7.32,68.46,84.67,16.6,27.0,0.3,21.2,2.43,2.13,5.01,2.5,15.88,0.0,0.0,0.0,0.0,51.0,4.3,0.87,12.807534027221777,2.3,10.58
2677,0.0,5.7,7.27,68.48,84.72,20.0,34.0,0.25,19.0,2.41,2.16,4.98,5.01,15.8,0.0,0.0,0.0,0.0,58.0,4.4,0.87,12.807534027221777,2.3,10.38
2678,0.0,5.89,7.52,68.1,84.24,16.8,40.0,0.32,11.0,2.58,2.26,5.22,1.86,16.36,0.0,0.0,0.0,0.0,40.0,4.41,0.89,12.807534027221777,2.3,14.83
2679,0.0,5.86,7.48,68.12,84.28,17.8,40.0,0.31,11.55,2.56,2.25,5.19,2.4,16.28,0.0,0.0,0.0,0.0,77.0,4.41,0.89,12.807534027221777,2.3,10.54
2680,0.0,5.69,7.26,68.8,85.11,16.8,37.0,0.3,10.35,2.34,2.04,4.9,2.26,15.71,0.0,0.0,0.0,0.0,48.0,4.4,0.86,12.807534027221777,2.3,11.0
2681,0.0,5.68,7.25,68.45,84.67,17.2,39.0,0.3,9.55,2.41,2.11,4.97,2.4,15.75,0.0,0.0,0.0,0.0,56.0,4.4,0.88,12.807534027221777,2.3,11.0
2682,0.0,5.68,7.25,68.01,84.57,16.0,39.0,0.24,14.8,2.44,2.2,5.07,2.49,15.85,0.0,0.0,0.0,0.0,33.0,4.35,0.89,12.807534027221777,2.3,10.17
2683,0.0,5.72,7.3,68.51,84.75,18.0,39.0,0.32,11.3,2.42,2.1,4.99,2.31,15.84,0.0,0.0,0.0,0.0,42.0,4.4,0.87,12.807534027221777,2.3,11.0
2684,0.0,5.66,7.22,68.11,84.29,18.0,37.0,0.24,28.3,2.48,2.24,5.03,2.5,15.77,0.0,0.0,0.0,0.0,72.0,4.4,0.89,12.807534027221777,2.3,11.0
2685,0.0,5.86,7.47,69.35,85.77,18.2,35.0,0.17,22.0,2.28,2.11,4.91,2.43,16.02,0.0,0.0,0.0,0.0,57.0,4.4,0.84,12.807534027221777,2.3,10.88
2686,0.0,5.83,7.44,68.67,84.95,16.6,39.0,0.15,25.1,2.42,2.27,5.04,2.5,16.09,0.0,0.0,0.0,0.0,51.0,4.3,0.86,12.807534027221777,2.3,10.63
2687,0.0,5.86,7.48,68.56,84.84,17.8,40.0,0.22,25.3,2.45,2.23,5.09,2.5,16.19,0.0,0.0,0.0,0.0,56.0,4.4,0.87,12.807534027221777,2.3,10.38
2688,0.0,5.8,7.41,67.87,83.92,17.6,36.0,0.52,7.05,2.6,2.08,5.2,1.9,16.18,0.0,0.0,0.0,0.0,60.0,4.45,0.9,12.807534027221777,2.3,11.0
2689,0.0,5.8,7.4,68.79,85.14,18.0,40.0,0.28,10.15,2.38,2.1,4.99,2.49,15.99,0.0,0.0,0.0,0.0,64.0,4.3,0.86,12.807534027221777,2.2,10.29
2690,0.0,5.79,7.39,68.58,84.68,17.9,40.0,0.39,26.3,2.45,2.06,5.03,2.0,16.01,0.0,0.0,0.0,0.0,50.0,4.4,0.87,12.807534027221777,2.3,11.0
2691,0.0,5.73,7.31,68.19,84.31,17.9,40.0,0.31,29.2,2.5,2.19,5.07,2.43,15.94,0.0,0.0,0.0,0.0,49.0,4.4,0.88,12.807534027221777,2.3,11.0
2692,0.0,5.79,7.39,68.93,85.28,20.0,40.0,0.21,12.5,2.35,2.14,4.95,2.42,15.93,0.0,0.0,0.0,0.0,70.0,4.35,0.85,12.807534027221777,2.5,10.0
2693,0.0,3.95,5.03,66.25,82.04,18.7,148.0,0.45,15.3,2.08,1.63,3.91,2.2,11.58,0.0,0.0,0.0,0.0,80.0,4.31,0.99,13.0,2.3,6.13
2694,0.0,5.24,6.71,66.37,77.31,17.6,197.0,0.48,6.35,3.41,2.93,5.06,2.53,15.05,0.0,0.0,0.0,0.0,0.0,4.55,0.97,13.0,2.5,7.46
2695,0.0,4.9,6.24,71.13,86.8,17.0,35.0,0.28,19.3,1.79,1.51,4.11,2.81,13.53,0.0,0.0,0.0,0.0,45.0,4.15,0.84,10.0,2.2,12.38
2696,0.0,4.98,6.34,72.67,86.7,17.0,35.0,0.24,24.0,1.79,1.55,3.87,2.21,13.45,0.0,0.0,0.0,0.0,42.0,4.14,0.78,10.0,2.2,13.08
2697,0.0,5.04,6.42,73.17,86.8,17.0,34.0,0.35,13.1,1.78,1.43,3.82,2.89,13.51,0.0,0.0,0.0,0.0,40.0,4.13,0.76,10.0,2.2,13.29
2698,0.0,5.01,6.38,72.59,86.8,17.1,34.0,0.35,19.5,1.79,1.44,3.91,2.34,13.54,0.0,0.0,0.0,0.0,41.0,4.1,0.78,10.0,2.2,13.0
2699,0.0,5.03,6.41,72.72,86.3,17.1,32.0,0.41,12.0,1.86,1.45,3.9,2.03,13.57,0.0,0.0,0.0,0.0,31.0,4.11,0.78,13.0,2.2,12.17
2700,0.0,4.95,6.3,72.04,86.3,17.1,27.0,0.39,13.15,1.84,1.45,3.97,2.53,13.49,0.0,0.0,0.0,0.0,26.0,4.1,0.8,10.0,2.2,14.92
2701,0.0,5.68,7.24,69.31,85.72,19.0,28.0,0.16,16.15,2.22,2.06,4.78,4.17,15.57,0.0,0.0,0.0,0.0,24.0,4.1,0.84,15.5,2.5,8.0
2702,0.0,3.81,4.85,66.73,82.64,17.4,172.0,0.48,20.1,1.93,1.45,3.7,1.97,11.12,0.0,0.0,0.0,0.0,62.0,4.31,0.97,13.0,2.5,6.17
2703,0.0,4.99,6.38,65.24,80.48,12.8,48.0,0.34,18.1,2.85,2.51,5.08,2.4,14.61,0.0,0.0,0.0,0.0,65.0,4.41,1.02,12.807534027221777,2.3,11.219009009009008
2704,0.0,6.65,8.49,79.62,83.77,16.513326906598117,43.0,0.2,29.1,2.57,2.37,3.23,2.9,15.85,0.0,0.0,0.0,0.0,38.0,4.41,0.49,12.807534027221777,2.3,11.219009009009008
2705,0.0,5.71,7.28,68.87,85.23,19.0,48.0,0.29,10.05,2.33,2.04,4.9,5.05,15.74,0.0,0.0,0.0,0.0,60.0,4.11,0.86,15.6,2.5,6.75
2706,0.0,5.77,7.36,68.55,84.78,17.4,42.0,0.26,16.15,2.43,2.17,5.02,3.92,15.96,0.0,0.0,0.0,0.0,53.0,4.28,0.87,15.5,2.5,7.42
2707,0.0,5.7,7.28,67.73,83.79,17.6,35.0,0.28,12.15,2.59,2.31,5.15,5.05,15.96,0.0,0.0,0.0,0.0,90.0,4.4,0.9,12.807534027221777,2.5,7.21
2708,0.0,5.75,7.34,68.04,84.25,16.8,39.0,0.28,15.25,2.52,2.24,5.12,2.46,16.02,0.0,0.0,0.0,0.0,39.0,4.58,0.89,15.5,2.5,8.96
2709,0.0,5.82,7.42,69.08,85.46,17.89,35.0,0.2,23.0,2.32,2.12,4.94,4.0,15.98,0.0,0.0,0.0,0.0,53.0,4.26,0.85,15.5,2.5,7.92
2710,0.0,5.12,6.55,64.45,79.81,20.0,39.0,0.42,14.5,3.06,2.64,5.38,3.25,15.13,0.0,0.0,0.0,0.0,28.0,4.17,1.05,12.807534027221777,2.4,10.96
2711,0.0,4.58,5.87,60.23,74.65,18.0,165.0,0.82,12.05,3.68,2.86,5.78,2.26,14.53,0.0,0.0,0.0,0.0,0.0,4.54,1.26,13.0,2.4,9.08
2712,0.0,5.59,7.14,66.98,82.88,17.8,43.0,0.34,20.47475871313673,2.71,2.37,5.23,3.25,15.84,0.0,0.0,0.0,0.0,38.0,4.41,0.94,13.5,2.8270625,12.42
2713,0.0,5.79,7.39,68.18,84.38,16.9,41.0,1.01,17.5,2.51,1.5,5.12,3.49,16.09,0.0,0.0,0.0,0.0,49.0,4.24,0.88,15.5,2.4,7.25
2714,0.0,5.64,7.2,68.26,85.05,17.3,50.0,0.06,4.4,2.35,2.29,4.98,3.62,15.69,0.0,0.0,0.0,0.0,80.0,4.16,0.88,15.5,2.5,6.63
2715,0.0,5.81,7.41,68.73,85.09,15.3,38.0,0.16,13.4,2.39,2.23,5.01,3.84,16.02,0.0,0.0,0.0,0.0,48.0,4.18,0.86,15.5,2.5,7.25
2716,0.0,5.66,7.23,67.89,84.02,17.8,40.0,0.21,13.15,2.53,2.32,5.08,3.84,15.82,0.0,0.0,0.0,0.0,57.0,4.17,0.9,15.5,2.5,7.54
2717,0.0,5.65,7.22,67.5,83.5,17.4,33.0,1.07,21.2,2.62,1.55,5.16,2.21,15.88,0.0,0.0,0.0,0.0,52.0,4.4,0.91,12.807534027221777,2.5,11.0
2718,0.0,5.75,7.34,68.21,84.37,17.8,39.0,0.1,12.5,2.5,2.4,5.08,2.5,15.98,0.0,0.0,0.0,0.0,121.0,4.4,0.88,12.807534027221777,2.5,9.83
2719,0.0,5.75,7.35,68.43,83.08,16.0,33.0,0.22,15.4,2.7,2.48,5.03,2.5,15.94,0.0,0.0,0.0,0.0,103.0,4.4,0.87,12.807534027221777,2.5,9.58
2720,0.0,5.8,7.41,67.78,83.93,18.2,39.0,0.04,7.3,2.6,2.56,5.22,2.5,16.2,0.0,0.0,0.0,0.0,70.0,4.3,0.9,12.807534027221777,2.4,9.75
2721,0.0,5.89,7.52,68.62,84.89,16.8,35.0,0.41,20.1,2.45,2.04,5.1,2.5,16.25,0.0,0.0,0.0,0.0,52.0,4.53,0.87,12.807534027221777,2.4,11.0
2722,0.0,5.74,7.33,67.79,83.88,17.3,40.0,0.5,15.1,2.59,2.09,5.17,2.11,16.05,0.0,0.0,0.0,0.0,47.0,4.35,0.9,12.807534027221777,2.4,10.8
2723,0.0,5.78,7.38,68.72,85.04,17.7,39.0,0.33,18.2,2.39,2.06,4.99,2.5,15.95,0.0,0.0,0.0,0.0,54.0,4.3,0.86,12.807534027221777,2.4,10.46
2724,0.0,5.72,7.3,69.13,85.57,18.3,4.0,0.27,34.15,2.27,2.0,4.85,2.5,15.71,0.0,0.0,0.0,0.0,44.0,4.2,0.85,12.807534027221777,2.4,10.5
2725,0.0,5.78,7.38,68.76,85.06,18.9,40.0,0.21,16.4,2.38,2.17,4.98,4.09,15.94,0.0,0.0,0.0,0.0,71.0,4.2,0.86,12.807534027221777,2.5,8.13
2726,0.0,5.85,7.47,68.61,84.86,17.9,40.0,0.12,17.3,2.44,2.32,5.07,4.17,16.15,0.0,0.0,0.0,0.0,84.0,4.25,0.87,12.807534027221777,2.5,8.0
2727,0.0,5.78,7.38,68.32,84.53,16.0,40.0,0.22,20.47475871313673,2.48,2.26,5.08,1.68,16.04,0.0,0.0,0.0,0.0,42.0,4.43,0.88,12.807534027221777,2.8270625,12.79
2728,0.0,5.53,7.06,67.95,84.07,17.0,38.0,0.45,19.25,2.47,2.02,4.96,2.43,15.48,0.0,0.0,0.0,0.0,69.0,4.3,0.9,12.807534027221777,2.5,11.0
2729,0.0,5.57,7.12,66.34,82.1,17.8,36.0,0.74,14.55,2.85,2.11,5.36,2.13,15.92,0.0,0.0,0.0,0.0,39.0,4.3,0.96,12.807534027221777,2.5,11.0
2730,0.0,5.41,6.91,66.51,82.83,18.6,34.0,0.43,4.1,2.66,2.23,5.18,2.47,15.47,0.0,0.0,0.0,0.0,79.0,4.35,0.96,12.807534027221777,2.5,9.79
2731,0.0,5.56,7.1,67.21,82.9,14.0,35.0,0.51,6.15,2.69,2.18,5.15,2.13,15.71,0.0,0.0,0.0,0.0,36.0,4.3,0.93,12.807534027221777,2.5,11.0
2732,0.0,5.62,7.18,67.35,83.39,17.0,36.0,0.39,12.05,2.63,2.24,5.17,2.31,15.83,0.0,0.0,0.0,0.0,36.0,4.4,0.92,12.807534027221777,2.5,11.0
2733,0.0,4.97,6.33,73.05,85.8,17.0,34.0,0.38,14.45,1.9,1.52,3.79,2.28,13.35,0.0,0.0,0.0,0.0,28.0,4.11,0.76,10.0,2.2,14.46
2734,0.0,4.98,6.34,72.88,85.9,17.1,29.0,0.36,20.55,1.89,1.53,3.83,2.9,13.41,0.0,0.0,0.0,0.0,35.0,4.1,0.77,10.0,2.5,12.21
2735,0.0,4.98,6.34,72.98,85.8,17.1,32.0,0.38,14.25,1.91,1.53,3.81,3.16,13.39,0.0,0.0,0.0,0.0,30.0,4.18,0.77,10.0,2.5,13.67
2736,0.0,4.95,6.31,72.4,85.5,17.0,35.0,0.47,20.2,1.94,1.47,3.9,2.0,13.42,0.0,0.0,0.0,0.0,39.0,4.1,0.79,10.0,2.5,15.42
2737,0.0,4.91,6.25,71.67,86.3,17.0,28.0,0.35,7.0,1.84,1.49,4.01,2.4,13.45,0.0,0.0,0.0,0.0,26.0,4.1,0.82,10.0,2.5,13.38
2738,0.0,4.88,6.21,71.8,86.5,17.0,35.0,0.39,13.5,1.81,1.42,3.96,2.11,13.35,0.0,0.0,0.0,0.0,39.0,4.24,0.81,10.0,2.5,15.08
2739,0.0,4.92,6.27,71.82,86.0,17.2,34.0,0.42,12.15,1.88,1.46,3.99,2.46,13.45,0.0,0.0,0.0,0.0,34.0,4.26,0.81,10.0,2.5,14.71
2740,0.0,5.63,7.18,68.41,84.61,18.0,50.0,0.21,6.45,2.41,2.2,4.94,3.69,15.64,0.0,0.0,0.0,0.0,81.0,4.28,0.88,15.5,2.4,6.38
2741,0.0,5.61,7.16,67.97,84.06,18.2,41.0,0.37,13.1,2.5,2.13,5.02,4.47,15.68,0.0,0.0,0.0,0.0,72.0,4.23,0.89,15.5,2.5,6.63
2742,0.0,5.75,7.34,68.79,85.13,18.2,40.0,0.3,12.4,2.36,2.06,4.95,2.48,15.86,0.0,0.0,0.0,0.0,61.0,4.3,0.86,12.807534027221777,2.5,11.0
2743,0.0,5.67,7.23,68.64,84.89,18.5,39.0,0.28,15.05,2.37,2.09,4.92,2.48,15.69,0.0,0.0,0.0,0.0,72.0,4.3,0.87,12.807534027221777,2.5,9.67
2744,0.0,4.29,5.49,60.69,75.27,17.4,50.0,0.29,22.1,3.36,3.07,5.34,2.13,13.58,0.0,0.0,0.0,0.0,50.0,4.45,1.24,12.807534027221777,2.4,11.219009009009008
2745,0.0,4.35,5.57,59.66,75.69,18.0,45.0,0.37,23.35,3.4,3.03,5.64,2.29,13.98,0.0,0.0,0.0,0.0,42.0,4.43,1.3,12.807534027221777,2.4,11.219009009009008
2746,0.0,5.58,7.14,66.04,81.71,12.5,46.0,0.46,18.1,2.93,2.47,5.44,2.9,16.02,0.0,0.0,0.0,0.0,45.0,4.53,0.97,12.807534027221777,2.4,11.219009009009008
2747,0.0,5.7,7.28,67.04,82.98,13.6,50.0,0.38,20.4,2.74,2.36,5.31,2.9,16.11,0.0,0.0,0.0,0.0,46.0,4.43,0.93,12.807534027221777,2.4,11.219009009009008
2748,0.0,5.11,6.54,63.76,79.0,14.8,33.0,0.44,16.2,3.2,2.76,5.53,1.63,15.26,0.0,0.0,0.0,0.0,85.0,4.57,1.08,12.807534027221777,2.4,11.219009009009008
2749,0.0,5.73,7.32,67.11,83.06,18.0,50.0,0.6,20.47475871313673,2.74,2.14,5.32,1.9,16.17,0.0,0.0,0.0,0.0,48.0,4.26,0.93,12.0,2.8270625,12.5
2750,0.0,5.97,7.62,72.46,84.93,15.6,33.0,0.21,25.2,2.36,2.15,4.31,4.36,15.65,0.0,0.0,0.0,0.0,45.0,4.21,0.72,15.6,2.4,10.0
2751,0.0,5.64,7.2,68.13,84.29,18.2,50.0,0.27,24.1,2.47,2.2,5.01,3.0,15.72,0.0,0.0,0.0,0.0,53.0,4.19,0.89,15.5,2.4,8.0
2752,0.0,5.54,7.07,68.35,84.44,18.4,26.0,0.1,29.0,2.4,2.3,4.88,3.0,15.42,0.0,0.0,0.0,0.0,37.0,4.33,0.88,15.5,2.5,8.5
2753,0.0,5.67,7.24,67.75,83.83,16.8,24.0,0.16,12.35,2.57,2.41,5.12,3.0,15.88,0.0,0.0,0.0,0.0,25.0,4.23,0.9,15.5,2.4,8.21
2754,0.0,5.9,7.53,68.83,85.16,17.9,36.0,0.35,22.35,2.41,2.06,5.06,2.18,16.23,0.0,0.0,0.0,0.0,53.0,4.4,0.86,12.807534027221777,2.5,11.0
2755,0.0,5.6,7.21,69.16,69.31,18.6,40.0,2.48,11.1,4.73,2.25,4.75,2.91,15.4,0.0,0.0,0.0,0.0,69.0,4.35,0.85,12.807534027221777,2.5,9.88
2756,0.0,5.77,7.36,69.04,85.38,17.8,33.0,0.27,25.35,2.32,2.05,4.91,2.5,15.86,0.0,0.0,0.0,0.0,79.0,4.36,0.85,12.807534027221777,2.5,10.92
2757,0.0,5.72,7.3,68.77,85.09,20.0,38.0,0.33,11.1,2.35,2.02,4.93,2.16,15.79,0.0,0.0,0.0,0.0,58.0,4.4,0.86,12.807534027221777,2.5,11.0
2758,0.0,4.9,6.24,71.48,86.8,17.1,30.0,0.27,10.0,1.78,1.51,4.04,2.67,13.46,0.0,0.0,0.0,0.0,29.0,4.1,0.82,10.0,2.5,13.42
2759,0.0,5.0,6.36,72.55,86.9,17.5,35.0,0.27,28.2,1.77,1.5,3.91,2.86,13.52,0.0,0.0,0.0,0.0,30.0,4.11,0.78,13.0,2.5,11.17
2760,0.0,4.95,6.3,72.91,87.8,16.95,24.0,0.15,17.0,1.63,1.48,3.8,3.16,13.33,0.0,0.0,0.0,0.0,15.0,4.1,0.77,13.0,2.5,11.75
2761,0.0,5.0,6.36,72.39,87.3,17.1,29.0,0.2,14.1,1.72,1.52,3.94,2.55,13.55,0.0,0.0,0.0,0.0,25.0,4.11,0.79,10.0,2.5,12.88
2762,0.0,4.95,6.3,71.69,87.1,17.1,32.0,0.26,21.0,1.75,1.49,4.04,2.24,13.55,0.0,0.0,0.0,0.0,33.0,4.11,0.82,10.0,2.5,12.63
2763,0.0,4.97,6.32,71.92,87.8,17.0,21.0,0.17,12.35,1.66,1.49,4.01,2.49,13.56,0.0,0.0,0.0,0.0,15.0,4.1,0.81,10.0,2.5,12.75
2764,0.0,4.9,6.24,71.53,86.0,17.1,28.0,0.39,19.2,1.89,1.5,4.03,2.31,13.45,0.0,0.0,0.0,0.0,29.0,4.1,0.82,10.0,2.5,13.5
2765,0.0,5.63,7.19,67.21,83.19,17.0,38.0,0.67,30.1,2.67,2.0,5.21,2.04,15.89,0.0,0.0,0.0,0.0,71.0,4.44,0.93,12.807534027221777,2.4,11.0
2766,0.0,5.65,7.22,67.11,83.05,18.0,39.0,0.6,15.05,2.71,2.11,5.25,2.06,15.96,0.0,0.0,0.0,0.0,53.0,4.4,0.93,12.807534027221777,2.4,11.0
2767,0.0,5.84,7.44,69.28,87.17,17.8,38.0,0.05,11.0,2.05,2.0,4.91,3.1,15.98,0.0,0.0,0.0,0.0,93.0,4.25,0.84,12.807534027221777,2.4,9.42
2768,0.0,5.72,7.3,68.82,85.1,17.9,40.0,0.39,33.35,2.35,1.96,4.92,3.25,15.78,0.0,0.0,0.0,0.0,61.0,4.25,0.86,12.807534027221777,2.4,9.21
2769,0.0,5.59,7.13,69.31,85.13,17.6,40.0,0.57,16.05,2.28,1.71,4.71,2.46,15.35,0.0,0.0,0.0,1.0,56.0,4.3,0.84,12.807534027221777,2.4,10.71
2770,0.0,5.69,7.26,68.0,84.1,16.8,35.0,0.26,17.15,2.52,2.26,5.08,4.09,15.88,0.0,0.0,0.0,0.0,50.0,4.24,0.89,15.5,2.4,7.25
2771,0.0,5.65,7.21,68.3,84.49,16.7,38.0,0.22,19.45,2.44,2.22,4.98,4.47,15.71,0.0,0.0,0.0,0.0,45.0,4.19,0.88,15.6,2.4,7.04
2772,0.0,5.4,6.9,66.83,82.73,17.0,43.0,0.55,14.1,2.66,2.11,5.1,4.09,15.37,0.0,0.0,0.0,1.0,55.0,4.2,0.94,15.5,2.5,7.21
2773,0.0,5.83,7.43,70.28,86.96,18.3,40.0,0.3,9.45,2.05,1.75,4.68,2.49,15.75,0.0,0.0,0.0,0.0,66.0,4.4,0.8,12.807534027221777,2.4,11.0
2774,0.0,5.89,7.51,69.94,86.54,18.0,40.0,0.39,26.2,2.15,1.76,4.8,2.5,15.97,0.0,0.0,0.0,0.0,59.0,4.3,0.81,12.807534027221777,2.4,10.25
2775,0.0,5.71,7.28,69.46,85.94,18.3,37.0,0.45,7.35,2.2,1.75,4.77,2.23,15.62,0.0,0.0,0.0,1.0,61.0,4.35,0.84,12.807534027221777,2.4,10.92
2776,0.0,5.56,7.09,69.81,86.35,17.0,49.0,0.32,10.4,2.07,1.75,4.58,2.43,15.17,0.0,0.0,0.0,1.0,66.0,4.4,0.82,12.807534027221777,2.4,10.67
2777,0.0,5.79,7.39,67.79,83.91,17.9,39.0,0.51,18.2,2.6,2.09,5.21,2.26,16.18,0.0,0.0,0.0,0.0,43.0,4.4,0.9,12.807534027221777,2.4,11.0
2778,0.0,5.8,7.4,68.57,84.82,20.0,34.0,0.6,20.45,2.43,1.83,5.04,2.5,16.03,0.0,0.0,0.0,0.0,56.0,4.3,0.87,12.807534027221777,2.4,11.0
2779,0.0,5.7,7.28,68.44,84.7,18.7,40.0,0.37,22.25,2.42,2.05,4.99,2.46,15.81,0.0,0.0,0.0,0.0,74.0,4.35,0.88,12.807534027221777,2.4,9.79
2780,0.0,5.57,7.11,67.69,83.74,17.0,50.0,0.58,25.0,2.54,1.96,5.05,2.26,15.63,0.0,0.0,0.0,0.0,91.0,4.3,0.91,12.807534027221777,2.4,11.0
2781,0.0,5.6,7.14,68.61,84.91,18.2,40.0,0.25,17.2,2.34,2.09,4.87,2.5,15.52,0.0,0.0,0.0,0.0,99.0,4.3,0.87,12.807534027221777,2.5,9.25
2782,0.0,4.1,5.22,68.22,84.51,17.0,143.0,0.33,21.0,1.81,1.48,3.71,3.0,11.67,0.0,0.0,0.0,0.0,80.0,4.19,0.9,13.0,2.5,5.25
2783,0.0,5.15,6.59,64.23,78.56,17.8,70.0,0.57,15.3,3.27,2.7,5.46,3.0,15.26,0.0,0.0,0.0,0.0,30.0,4.46,1.06,15.0,2.5,7.08
2784,0.0,5.76,7.36,67.69,83.75,17.6,40.0,0.1,25.55,2.62,2.52,5.21,2.43,16.12,0.0,0.0,0.0,0.0,51.0,4.36,0.9,12.807534027221777,2.5,10.71
2785,0.0,5.78,7.37,69.25,85.69,18.0,30.0,0.11,29.15,2.27,2.16,4.87,2.45,15.84,0.0,0.0,0.0,0.0,31.0,4.3,0.84,12.807534027221777,2.5,11.0
2786,0.0,5.66,7.23,67.89,84.03,19.98,31.0,0.63,21.5,2.53,1.9,5.08,2.4,15.82,0.0,0.0,0.0,0.0,31.0,4.3,0.9,12.807534027221777,2.5,9.3
2787,0.0,5.78,7.38,68.76,85.08,17.4,39.0,0.37,25.3,2.38,2.01,4.98,2.46,15.94,0.0,0.0,0.0,0.0,43.0,4.25,0.86,12.807534027221777,2.2,10.96
2788,0.0,5.61,7.16,67.71,83.8,18.7,38.0,0.65,31.05,2.55,1.9,5.08,2.4,15.73,0.0,0.0,0.0,0.0,38.0,4.4,0.91,12.807534027221777,2.5,10.7
2789,0.0,5.72,7.3,68.64,84.93,18.5,37.0,0.55,24.35,2.38,1.83,4.96,2.4,15.82,0.0,0.0,0.0,0.0,58.0,4.4,0.87,12.807534027221777,2.5,10.42
2790,0.0,5.6,7.14,68.89,85.07,18.6,40.0,0.54,26.45,2.31,1.77,4.81,2.29,15.46,0.0,0.0,0.0,0.0,51.0,4.34,0.86,12.807534027221777,2.5,10.21
2791,0.0,5.45,6.94,68.38,87.65,18.6,40.0,0.09,24.15,1.87,1.78,4.8,2.44,15.18,0.0,0.0,0.0,0.0,47.0,4.35,0.88,12.807534027221777,2.5,11.0
2792,0.0,5.79,7.39,69.11,85.39,16.8,36.0,0.49,11.2,2.32,1.83,4.91,2.16,15.89,0.0,0.0,0.0,0.0,55.0,4.4,0.85,12.807534027221777,2.5,11.0
2793,0.0,5.76,7.35,69.14,85.49,17.6,38.0,0.46,14.05,2.29,1.83,4.88,2.34,15.81,0.0,0.0,0.0,1.0,67.0,4.3,0.85,12.807534027221777,2.5,9.88
2794,0.0,5.76,7.36,67.47,83.47,17.3,40.0,0.66,16.15,2.67,2.01,5.26,2.02,16.17,0.0,0.0,0.0,0.0,58.0,4.35,0.91,12.807534027221777,2.5,11.0
2795,0.0,5.97,7.63,67.78,83.89,17.6,40.0,0.58,19.25,2.68,2.1,5.36,2.04,16.64,0.0,0.0,0.0,0.0,54.0,4.25,0.9,12.807534027221777,2.5,10.29
2796,0.0,5.61,7.18,65.77,81.42,18.0,40.0,0.44,13.45,3.0,2.56,5.53,1.9,16.16,0.0,0.0,0.0,0.0,47.0,4.4,0.99,12.807534027221777,2.5,11.0
2797,0.0,5.26,6.72,65.17,81.6,17.6,37.0,0.33,17.15,2.83,2.5,5.35,2.5,15.36,0.0,0.0,0.0,0.0,74.0,4.26,1.02,12.807534027221777,2.5,9.04
2798,0.0,5.57,7.12,66.6,82.47,17.5,50.0,0.34,26.45,2.78,2.44,5.3,2.16,15.87,0.0,0.0,0.0,0.0,56.0,4.4,0.95,12.807534027221777,2.5,10.79
2799,0.0,5.67,7.25,66.59,82.42,17.0,40.0,0.34,38.25,2.84,2.5,5.39,2.47,16.13,0.0,0.0,0.0,0.0,55.0,4.4,0.95,12.807534027221777,2.5,9.46
2800,0.0,5.73,7.33,67.49,81.68,18.6,38.0,0.39,24.0,2.95,2.56,5.23,2.49,16.09,0.0,0.0,0.0,0.0,57.0,4.2,0.91,12.807534027221777,2.5,11.17
2801,0.0,5.5,7.07,66.64,71.77,17.8,26.0,1.97,27.4,4.43,2.46,5.23,2.87,15.68,0.0,0.0,0.0,0.0,33.0,4.2,0.95,12.807534027221777,2.5,9.92
2802,0.0,5.52,7.06,66.28,82.01,18.0,40.0,0.42,19.2,2.84,2.42,5.33,1.9,15.81,0.0,0.0,0.0,0.0,58.0,4.44,0.97,12.807534027221777,2.5,11.0
2803,0.0,5.55,7.09,66.65,82.44,18.9,38.0,0.4,48.0,2.77,2.37,5.27,2.49,15.8,0.0,0.0,0.0,0.0,88.0,4.2,0.95,12.807534027221777,2.5,8.88
2804,0.0,5.47,6.99,66.92,82.84,17.6,32.0,0.34,16.1,2.67,2.33,5.14,2.04,15.54,0.0,0.0,0.0,0.0,91.0,4.35,0.94,12.807534027221777,2.5,11.0
2805,0.0,5.5,7.03,66.07,81.8,18.9,35.0,0.38,36.3,2.88,2.5,5.36,2.47,15.8,0.0,0.0,0.0,0.0,91.0,4.25,0.97,12.807534027221777,2.5,9.67
2806,0.0,5.61,7.17,66.02,81.7,18.0,32.0,0.37,18.2,2.95,2.58,5.47,2.5,16.1,0.0,0.0,0.0,0.0,61.0,4.35,0.98,12.807534027221777,2.5,10.42
2807,0.0,5.68,7.26,66.62,82.43,18.2,37.0,0.15,21.1,2.84,2.69,5.39,5.19,16.15,0.0,0.0,0.0,0.0,40.0,4.2,0.95,12.807534027221777,2.5,8.13
2808,0.0,5.5,7.04,65.22,80.73,17.6,36.0,0.34,15.15,3.08,2.74,5.56,1.9,15.99,0.0,0.0,0.0,0.0,38.0,4.4,1.01,12.807534027221777,2.5,11.0
