,ABD,Alcol_peso,Alcol_vol,Attenuazione Reale (RDF) %,Attenuazione vendita apparente %p,Cellule all'insemenzamento,Diacetile + precursori (ferm.),Differenza apparente-limite,Durata di conservazione lievito in cella,Estratto apparente,Estratto apparente limite %Pp,Estratto reale,Fermentation rate (13.5°-5.5°),Grado primitivo %Pp,Hopped Wort,Hopped Wort (37°C),NBB-A,NBB-B,Pentandione + precursori,pH,Rapporto ER/ABW,Temperatura Fermentazione,Temp. lievito all'insemenzamento,Tempo di riduzione diacetile
0,0.0,5.71,7.31,62.35,79.88,15.1,48.0,1.03,22.4,3.23,2.2,5.23,2.25,16.05,0.0,0.0,0.0,0.0,68.0,4.21,0.92,12.807534027221777,2.0,11.219009009009008
1,0.0,5.31,6.78,67.34,83.23,10.1,48.0,0.32,19.0,2.52,2.2,4.91,2.79,15.03,0.0,0.0,0.0,0.0,76.0,4.22,0.92,13.0,2.5,11.219009009009008
2,0.0,5.34,6.81,68.95,84.17,16.0,34.0,0.14,6.0,2.34,2.2,4.67,2.37,14.78,0.0,0.0,0.0,0.0,39.0,4.22,0.86,12.807534027221777,2.2,11.219009009009008
3,0.0,4.39,5.66,63.05,75.84,13.0,38.0,1.05,44.0,3.25,2.78,4.98,2.31,13.48,0.0,0.0,0.0,0.0,41.0,4.22,1.13,12.807534027221777,2.0,11.219009009009008
4,0.0,5.3,6.77,67.15,81.85,16.0,51.0,0.53,44.25,2.73,2.2,4.95,2.4,15.07,0.0,0.0,0.0,0.0,61.0,4.21,0.94,12.0,2.0,11.219009009009008
5,0.0,5.32,6.79,67.33,82.84,12.0,43.0,0.38,40.15,2.58,2.2,4.92,2.49,15.06,0.0,0.0,0.0,0.0,58.0,4.23,0.92,13.0,2.0,11.219009009009008
6,0.0,5.31,6.78,67.66,83.46,17.6,39.0,0.28,44.3,2.48,2.2,4.84,1.68,14.97,0.0,0.0,0.0,0.0,60.0,4.21,0.91,12.807534027221777,2.2,11.0
7,0.0,5.32,6.8,67.19,82.47,14.59,39.0,0.45,36.4,2.65,2.2,4.95,1.99,15.09,0.0,0.0,0.0,0.0,55.0,4.29,0.93,12.807534027221777,2.1,11.0
8,0.0,4.43,5.64,70.74,85.4,15.1,14.0,0.51,6.15,1.75,1.24,3.79,2.21,12.37,0.0,0.0,0.0,0.0,19.0,4.08,0.85,10.0,4.5,11.71
9,0.0,4.47,5.66,70.93,85.5,15.3,20.0,0.36,5.55,1.73,1.37,3.78,2.07,12.38,0.0,0.0,0.0,0.0,17.0,4.06,0.85,10.0,4.85,14.42
10,0.0,4.79,6.12,65.92,81.53,14.8,37.0,0.27,44.0,2.57,2.3,4.75,2.23,13.94,0.0,0.0,0.0,0.0,60.0,4.3,0.99,12.807534027221777,1.91,11.0
11,0.0,5.03,6.42,67.34,83.4,14.0,41.0,0.12,168.0,2.37,2.25,4.67,2.29,14.3,0.0,0.0,0.0,0.0,53.0,4.25,0.93,12.807534027221777,1.5,11.0
12,0.0,4.72,6.03,66.09,81.8,18.0,23.0,0.2,264.0,2.5,2.3,4.65,1.9,13.71,0.0,0.0,0.0,0.0,25.0,4.1,0.99,12.807534027221777,1.5,11.0
13,0.0,5.33,6.8,68.58,84.8,17.5,46.0,0.05,5.55,2.25,2.2,4.66,1.9,14.83,0.0,0.0,0.0,0.0,65.0,4.4,0.87,12.807534027221777,1.7,11.0
14,0.0,5.27,6.73,67.27,83.23,14.0,38.0,0.16,284.0,2.51,2.35,4.89,1.9,14.94,0.0,0.0,0.0,0.0,51.0,4.25,0.93,12.807534027221777,2.5,11.0
15,0.0,5.75,7.34,68.97,85.24,11.6,43.0,0.04,288.0,2.34,2.3,4.91,2.3,15.82,0.0,0.0,0.0,0.0,47.0,4.4,0.85,12.807534027221777,2.5,11.219009009009008
16,0.0,4.4,5.63,61.54,77.93,18.7,47.0,0.08,284.0,3.03,2.95,5.28,1.9,13.73,0.0,0.0,0.0,0.0,52.0,4.26,1.2,12.807534027221777,1.6,11.219009009009008
17,0.0,5.0,6.38,67.99,84.13,16.6,43.0,0.04,168.0,2.24,2.2,4.51,3.0,14.09,0.0,0.0,0.0,0.0,42.0,4.19,0.9,13.0,1.5,10.0
18,0.0,5.16,6.59,67.3,83.24,18.5,45.0,0.1,23.15,2.45,2.35,4.79,2.4,14.65,0.0,0.0,0.0,0.0,58.0,4.23,0.93,13.0,2.5,10.0
19,0.0,5.03,6.42,67.68,83.73,16.5,50.0,0.07,25.55,2.32,2.25,4.6,2.4,14.23,0.0,0.0,0.0,0.0,61.0,4.22,0.91,13.0,2.5,10.0
20,0.0,4.39,5.58,70.34,85.4,15.9,9.0,0.55,13.0,1.8,1.25,3.82,2.1,12.31,0.0,0.0,0.0,0.0,11.0,4.09,0.87,10.0,9.0,13.63
21,0.0,4.39,5.59,70.46,85.4,15.2,14.0,0.49,11.0,1.78,1.29,3.81,2.13,12.3,0.0,0.0,0.0,0.0,14.0,4.09,0.87,10.0,8.4,15.38
22,0.0,5.08,6.48,67.21,83.09,18.5,44.0,0.09,39.15,2.44,2.35,4.74,2.4,14.45,0.0,0.0,0.0,0.0,63.0,4.29,0.93,13.0,2.5,10.0
23,0.0,5.33,6.8,68.53,84.74,14.4,47.0,0.06,42.3,2.26,2.2,4.67,1.9,14.84,0.0,0.0,0.0,0.0,83.0,4.15,0.88,12.807534027221777,2.4,10.9
24,0.0,4.74,6.05,66.13,81.86,18.0,42.0,0.2,3.3,2.5,2.3,4.66,1.98,13.76,0.0,0.0,0.0,0.0,56.0,4.1,0.98,12.807534027221777,2.5,10.5
25,0.0,5.42,6.92,67.72,83.76,18.0,22.0,0.18,16.1,2.48,2.3,4.92,2.5,15.24,0.0,0.0,0.0,0.0,27.0,4.2,0.91,12.807534027221777,2.2,11.0
26,0.0,5.07,6.47,66.46,82.2,15.0,50.0,0.29,11.4,2.59,2.3,4.89,2.76,14.58,0.0,0.0,0.0,0.0,80.0,4.12,0.96,13.0,2.5,10.0
27,0.0,5.15,6.57,67.12,83.04,18.0,27.0,0.14,48.0,2.49,2.35,4.82,2.31,14.66,0.0,0.0,0.0,0.0,40.0,4.2,0.94,12.807534027221777,2.4,11.0
28,0.0,4.46,5.7,62.12,79.46,19.0,45.0,0.08,43.15,2.83,2.75,5.22,2.2,13.78,0.0,0.0,0.0,0.0,45.0,4.26,1.17,12.807534027221777,1.8,11.219009009009008
29,0.0,5.78,7.38,68.72,84.8,11.3,32.0,0.12,36.5,2.42,2.3,4.99,2.9,15.95,0.0,0.0,0.0,0.0,30.0,4.28,0.86,12.807534027221777,2.4,11.219009009009008
30,0.0,4.06,5.18,64.92,80.39,15.4,50.0,0.08,20.47475871313673,2.38,2.3,4.25,1.67,12.12,0.0,0.0,0.0,0.0,56.0,4.12,1.05,10.0,2.8270625,15.75
31,0.0,4.96,6.34,65.62,81.16,16.4,32.0,0.42,30.3,2.72,2.3,4.97,2.56,14.46,0.0,0.0,0.0,0.0,42.0,4.26,1.0,13.0,2.3,10.0
32,0.0,4.96,6.33,66.95,82.84,15.6,26.0,0.13,30.25,2.43,2.3,4.69,2.4,14.19,0.0,0.0,0.0,0.0,35.0,4.11,0.95,13.0,2.4,9.8
33,0.0,5.05,6.44,67.71,83.78,16.2,43.0,0.07,33.25,2.32,2.25,4.61,2.77,14.28,0.0,0.0,0.0,0.0,74.0,4.17,0.91,13.0,2.2,9.8
34,0.0,4.47,5.68,70.69,85.6,15.2,15.0,0.42,6.5,1.77,1.35,3.83,2.1,12.46,0.0,0.0,0.0,0.0,21.0,4.1,0.86,10.0,3.99,15.54
35,0.0,4.46,5.68,70.54,86.5,15.6,5.0,0.47,14.0,1.8,1.33,3.85,2.27,12.47,0.0,0.0,0.0,0.0,11.0,4.07,0.86,10.0,8.1,12.25
36,0.0,4.43,5.63,70.43,85.5,16.5,14.0,0.48,10.3,1.8,1.32,3.84,1.98,12.4,0.0,0.0,0.0,0.0,22.0,4.09,0.87,10.0,4.25,14.75
37,0.0,4.43,5.64,70.27,85.5,16.4,17.0,0.54,17.41,1.83,1.29,3.87,2.0,12.43,0.0,0.0,0.0,0.0,24.0,4.06,0.87,10.0,4.75,14.46
38,0.0,5.27,6.73,67.5,83.52,14.0,43.0,0.1,39.2,2.45,2.35,4.84,1.92,14.89,0.0,0.0,0.0,0.0,57.0,4.2,0.92,12.807534027221777,2.4,10.8
39,0.0,5.19,6.62,68.08,84.18,14.4,47.0,0.05,33.2,2.3,2.25,4.65,2.02,14.57,0.0,0.0,0.0,0.0,67.0,4.2,0.9,12.807534027221777,2.2,11.0
40,0.0,5.16,6.59,67.02,82.89,16.0,46.0,0.22,48.0,2.52,2.3,4.85,1.9,14.7,0.0,0.0,0.0,0.0,66.0,4.3,0.94,12.807534027221777,2.4,11.0
41,0.0,5.0,6.38,66.4,82.2,16.0,35.0,0.26,9.0,2.56,2.3,4.84,2.56,14.4,0.0,0.0,0.0,0.0,49.0,4.23,0.97,13.0,2.5,10.0
42,0.0,4.95,6.32,67.05,82.93,15.6,31.0,0.11,11.15,2.41,2.3,4.66,2.95,14.14,0.0,0.0,0.0,0.0,49.0,4.24,0.94,13.0,2.0,10.0
43,0.0,4.96,6.33,66.85,82.72,15.3,30.0,0.15,18.15,2.45,2.3,4.71,2.4,14.21,0.0,0.0,0.0,0.0,50.0,4.26,0.95,13.0,2.3,10.0
44,0.0,4.84,6.19,65.0,80.4,15.0,44.0,0.49,20.47475871313673,2.79,2.3,4.99,1.46,14.26,0.0,0.0,0.0,0.0,52.0,4.31,1.03,12.0,2.8270625,12.58
45,0.0,5.03,6.42,66.86,82.66,15.5,34.0,0.2,31.1,2.5,2.3,4.77,2.5,14.39,0.0,0.0,0.0,0.0,53.0,4.32,0.95,13.0,2.4,9.9
46,0.0,4.57,5.84,65.45,80.98,18.0,28.0,0.25,5.0,2.55,2.3,4.64,1.9,13.43,0.0,0.0,0.0,0.0,30.0,4.3,1.02,12.807534027221777,2.4,11.0
47,0.0,5.07,6.48,65.53,81.08,17.4,42.0,0.49,27.5,2.79,2.3,5.09,1.57,14.77,0.0,0.0,0.0,0.0,55.0,4.35,1.0,12.807534027221777,2.4,11.0
48,0.0,6.89,8.95,67.69,83.18,18.6,33.0,0.1,17.3,3.23,3.13,6.21,4.47,19.22,0.0,0.0,0.0,0.0,51.0,4.4,0.89,16.0,2.3,8.79
49,0.0,4.46,5.67,70.71,85.5,15.8,18.0,0.47,7.2,1.76,1.29,3.81,2.05,12.43,0.0,0.0,0.0,0.0,16.0,4.09,0.86,10.0,4.24,14.79
50,0.0,4.48,5.7,70.87,85.6,15.8,10.0,0.46,6.5,1.74,1.28,3.8,2.1,12.46,0.0,0.0,0.0,0.0,16.0,4.09,0.85,10.0,4.45,15.29
51,0.0,4.47,5.69,70.79,85.6,15.4,14.0,0.47,13.04,1.76,1.29,3.81,2.33,12.46,0.0,0.0,0.0,0.0,22.0,4.1,0.85,10.0,3.94,15.0
52,0.0,4.44,5.65,70.54,85.5,15.4,13.0,0.53,6.55,1.79,1.26,3.83,2.05,12.42,0.0,0.0,0.0,0.0,17.0,4.08,0.86,10.0,5.0,14.46
53,0.0,4.44,5.65,70.44,85.4,15.2,7.0,0.51,13.15,1.81,1.3,3.85,2.18,12.43,0.0,0.0,0.0,0.0,10.0,4.09,0.87,10.0,4.3,15.21
54,0.0,5.18,6.61,67.38,83.35,14.5,41.0,0.14,9.3,2.44,2.3,4.79,1.98,14.68,0.0,0.0,0.0,0.0,43.0,4.35,0.92,12.807534027221777,2.4,10.6
55,0.0,4.89,6.24,66.55,82.35,15.5,36.0,0.19,28.1,2.49,2.3,4.71,2.4,14.08,0.0,0.0,0.0,0.0,43.0,4.14,0.96,13.0,2.5,9.8
56,0.0,4.72,6.03,65.36,80.84,16.2,44.0,0.36,46.5,2.66,2.3,4.8,2.4,13.86,0.0,0.0,0.0,0.0,56.0,4.07,1.02,13.0,2.3,9.8
57,0.0,4.64,5.93,64.7,80.07,16.6,49.0,0.09,3.5,2.74,2.65,4.86,1.9,13.77,0.0,0.0,0.0,0.0,64.0,4.3,1.05,12.807534027221777,2.5,10.8
58,0.0,6.87,8.77,72.75,85.98,16.0,20.0,0.19,11.0,2.49,2.3,4.83,1.98,17.73,0.0,0.0,0.0,0.0,24.0,4.2,0.7,12.807534027221777,2.3,10.9
59,0.0,5.22,6.66,67.26,83.15,0.85,22.0,0.2,17.43,2.5,2.3,4.85,1.9,14.81,0.0,0.0,0.0,0.0,30.0,4.3,0.93,12.807534027221777,2.5,10.6
60,0.0,4.97,6.33,68.98,85.35,12.4,44.0,0.23,36.0,2.03,1.8,4.29,2.47,13.83,0.0,0.0,0.0,0.0,52.0,4.41,0.86,12.807534027221777,1.8,11.219009009009008
61,0.0,4.44,5.67,70.48,85.6,16.3,10.0,0.45,8.35,1.8,1.35,3.85,2.18,12.46,0.0,0.0,0.0,0.0,15.0,4.08,0.86,10.0,4.81,14.71
62,0.0,4.42,5.63,70.34,85.3,15.4,9.0,0.46,14.5,1.82,1.36,3.85,2.3,12.41,0.0,0.0,0.0,0.0,15.0,4.09,0.87,10.0,3.91,14.46
63,0.0,4.86,6.22,63.98,79.24,15.9,41.0,1.12,22.15,3.02,1.9,5.23,2.4,14.52,0.0,0.0,0.0,0.0,64.0,4.16,1.08,13.0,2.5,10.0
64,0.0,4.96,6.34,65.48,80.95,15.0,26.0,0.41,26.05,2.76,2.35,5.0,2.43,14.48,0.0,0.0,0.0,0.0,44.0,4.14,1.01,13.0,2.3,10.0
65,0.0,4.96,6.34,65.9,79.73,15.6,45.0,0.07,36.5,2.92,2.85,4.91,2.4,14.4,0.0,0.0,0.0,0.0,60.0,4.2,0.99,13.0,2.5,9.9
66,0.0,4.91,6.28,65.12,80.55,15.3,42.0,0.5,43.45,2.8,2.3,5.03,2.57,14.42,0.0,0.0,0.0,0.0,67.0,4.16,1.02,13.0,2.2,9.8
67,0.0,4.96,6.34,65.02,80.43,14.4,34.0,0.55,20.47475871313673,2.85,2.3,5.1,1.67,14.58,0.0,0.0,0.0,0.0,49.0,4.2,1.03,12.807534027221777,2.8270625,12.5
68,0.0,4.45,5.69,62.35,77.8,18.0,32.0,0.14,23.0,3.04,2.9,5.16,2.11,13.71,0.0,0.0,0.0,0.0,33.0,4.27,1.16,12.807534027221777,2.5,11.219009009009008
69,0.0,5.51,7.04,67.74,82.13,17.7,60.0,0.26,33.05,2.76,2.5,4.99,3.15,15.47,0.0,0.0,0.0,0.0,57.0,3.99,0.91,12.807534027221777,2.4,8.75
70,0.0,5.53,7.06,67.95,83.12,16.8,23.0,0.16,39.0,2.61,2.45,4.96,3.12,15.48,0.0,0.0,0.0,0.0,19.0,4.09,0.9,12.807534027221777,2.5,11.08
71,0.0,4.4,5.6,70.66,85.8,16.4,18.0,0.34,7.3,1.75,1.41,3.78,2.21,12.3,0.0,0.0,0.0,0.0,22.0,4.08,0.86,10.0,4.92,15.54
72,0.0,4.4,5.64,70.75,86.0,15.1,17.0,0.37,9.3,1.73,1.36,3.76,2.33,12.34,0.0,0.0,0.0,0.0,25.0,4.06,0.85,10.0,6.46,14.25
73,0.0,5.4,6.9,67.32,83.21,16.0,38.0,0.21,16.2,2.56,2.35,4.99,2.37,15.27,0.0,0.0,0.0,0.0,40.0,4.19,0.92,12.807534027221777,2.4,11.219009009009008
74,0.0,5.22,6.66,67.03,82.88,17.0,45.0,0.19,40.4,2.54,2.35,4.9,2.02,14.86,0.0,0.0,0.0,0.0,59.0,4.3,0.94,12.807534027221777,2.4,11.0
75,0.0,5.31,6.78,67.2,83.11,14.0,48.0,0.19,45.5,2.54,2.35,4.94,2.16,15.06,0.0,0.0,0.0,0.0,62.0,4.3,0.93,12.807534027221777,2.4,10.8
76,0.0,5.35,6.83,67.4,83.36,18.0,37.0,0.17,20.0,2.52,2.35,4.93,1.92,15.12,0.0,0.0,0.0,0.0,54.0,4.35,0.92,12.807534027221777,2.4,11.0
77,0.0,4.72,6.03,64.74,80.08,18.0,29.0,0.48,4.57,2.78,2.3,4.93,1.92,13.98,0.0,0.0,0.0,0.0,30.0,4.35,1.04,12.807534027221777,2.5,10.8
78,0.0,3.71,4.73,58.94,81.59,14.0,26.0,0.04,8.13,2.24,2.2,5.0,1.9,12.19,0.0,0.0,0.0,0.0,29.0,4.4,1.35,12.807534027221777,2.5,11.0
79,0.0,5.29,6.75,67.63,83.61,14.5,38.0,0.14,14.54,2.44,2.3,4.83,1.96,14.92,0.0,0.0,0.0,0.0,47.0,4.3,0.91,12.807534027221777,2.4,10.9
80,0.0,5.35,6.83,67.13,83.11,14.6,33.0,0.21,19.25,2.56,2.35,4.99,2.16,15.18,0.0,0.0,0.0,0.0,50.0,4.2,0.93,12.807534027221777,2.3,11.0
81,0.0,5.0,6.39,66.12,81.71,14.0,37.0,0.35,18.4,2.65,2.3,4.9,2.4,14.46,0.0,0.0,0.0,0.0,44.0,4.38,0.98,13.0,2.4,9.9
82,0.0,4.98,6.36,66.55,82.31,18.6,42.0,0.18,23.5,2.53,2.35,4.79,2.86,14.32,0.0,0.0,0.0,0.0,65.0,4.11,0.96,13.0,2.5,9.8
83,0.0,5.13,6.55,66.52,82.24,14.0,26.0,0.26,20.47475871313673,2.61,2.35,4.93,2.45,14.73,0.0,0.0,0.0,0.0,36.0,4.1,0.96,13.0,2.8270625,9.8
84,0.0,5.04,6.44,66.38,82.21,15.5,18.0,0.28,27.4,2.58,2.3,4.88,2.49,14.51,0.0,0.0,0.0,0.0,26.0,4.01,0.97,13.0,2.2,10.0
85,0.0,5.32,6.79,67.28,83.3,17.4,32.0,0.22,23.15,2.52,2.3,4.93,2.34,15.07,0.0,0.0,0.0,0.0,51.0,4.2,0.93,12.807534027221777,2.4,11.0
86,0.0,5.0,6.39,66.02,81.05,16.0,27.0,0.39,30.45,2.74,2.35,4.92,2.4,14.48,0.0,0.0,0.0,0.0,35.0,4.23,0.98,13.0,2.4,9.8
87,0.0,5.01,6.4,66.25,82.06,15.6,28.0,0.24,14.41,2.59,2.35,4.88,2.43,14.46,0.0,0.0,0.0,0.0,41.0,4.05,0.97,13.0,2.4,10.0
88,0.0,5.04,6.43,66.66,82.53,15.6,33.0,0.18,17.41,2.53,2.35,4.82,2.46,14.46,0.0,0.0,0.0,0.0,42.0,4.1,0.96,13.0,2.3,10.0
89,0.0,5.31,6.78,66.88,82.8,17.3,33.0,0.25,29.5,2.6,2.35,5.01,2.26,15.13,0.0,0.0,0.0,0.0,51.0,4.15,0.94,12.807534027221777,2.2,10.75
90,0.0,5.32,6.79,67.1,83.06,14.6,36.0,0.26,12.45,2.56,2.3,4.97,2.21,15.11,0.0,0.0,0.0,0.0,51.0,4.45,0.93,12.807534027221777,2.2,11.0
91,0.0,5.26,6.72,66.68,82.51,14.0,40.0,0.33,8.2,2.63,2.3,5.01,2.5,15.04,0.0,0.0,0.0,0.0,54.0,4.1,0.95,12.807534027221777,2.3,10.71
92,0.0,5.35,6.83,67.04,83.0,14.4,42.0,0.23,11.3,2.58,2.35,5.01,2.37,15.2,0.0,0.0,0.0,0.0,64.0,4.1,0.94,12.807534027221777,1.9,10.46
93,0.0,5.37,6.85,67.89,84.02,16.4,40.0,0.06,43.55,2.41,2.35,4.84,2.4,15.07,0.0,0.0,0.0,0.0,58.0,4.2,0.9,12.807534027221777,2.3,10.9
94,0.0,4.46,5.68,70.99,86.2,15.1,9.0,0.41,7.11,1.71,1.3,3.77,2.15,12.4,0.0,0.0,0.0,0.0,14.0,4.03,0.84,10.0,4.75,14.21
95,0.0,4.45,5.66,70.94,86.1,15.0,12.0,0.42,13.45,1.72,1.3,3.77,2.13,12.37,0.0,0.0,0.0,0.0,17.0,4.03,0.85,10.0,3.95,14.92
96,0.0,4.69,5.99,64.98,80.41,14.8,35.0,0.36,5.09,2.71,2.35,4.85,1.9,13.85,0.0,0.0,0.0,0.0,35.0,4.3,1.03,12.807534027221777,1.9,10.8
97,0.0,5.32,6.79,67.01,82.85,14.5,36.0,0.29,8.01,2.59,2.3,4.99,2.26,15.13,0.0,0.0,0.0,0.0,51.0,4.3,0.94,12.807534027221777,2.4,9.38
98,0.0,5.35,6.83,66.63,82.53,14.4,29.0,0.32,13.44,2.67,2.35,5.1,2.09,15.28,0.0,0.0,0.0,0.0,32.0,4.3,0.95,12.807534027221777,2.1,11.0
99,0.0,4.52,5.75,71.32,86.6,14.5,12.0,0.34,6.1,1.68,1.34,3.76,1.79,12.5,0.0,0.0,0.0,0.0,19.0,4.09,0.83,10.0,10.0,14.63
100,0.0,4.46,5.66,70.8,85.9,15.2,16.0,0.43,11.28,1.75,1.32,3.8,1.98,12.4,0.0,0.0,0.0,0.0,25.0,4.09,0.85,10.0,4.79,13.38
101,0.0,4.35,5.56,61.28,78.37,15.0,50.0,0.15,26.05,2.95,2.8,5.28,2.06,13.64,0.0,0.0,0.0,0.0,20.0,4.35,1.21,12.807534027221777,1.9,11.219009009009008
102,0.0,4.63,5.92,63.51,78.7,14.0,50.0,0.68,21.38,2.98,2.3,5.1,1.27,13.98,0.0,0.0,0.0,0.0,63.0,4.42,1.1,12.807534027221777,2.4,11.219009009009008
103,0.0,5.6,7.15,68.03,84.11,16.7,45.0,0.19,30.1,2.49,2.3,5.0,2.3,15.64,0.0,0.0,0.0,0.0,54.0,4.35,0.89,12.807534027221777,2.5,11.219009009009008
104,0.0,5.58,7.13,66.72,82.72,11.0,47.0,0.39,36.06,2.74,2.35,5.28,2.56,15.87,0.0,0.0,0.0,0.0,51.0,4.32,0.95,12.807534027221777,2.5,11.219009009009008
105,0.0,5.12,6.54,66.81,82.7,15.7,29.0,0.18,11.2,2.53,2.35,4.86,2.43,14.64,0.0,0.0,0.0,0.0,42.0,4.23,0.95,13.0,2.5,9.9
106,0.0,4.07,5.19,66.03,81.78,15.5,35.0,0.08,20.47475871313673,2.18,2.1,4.06,2.56,11.95,0.0,0.0,0.0,0.0,38.0,4.07,1.0,10.0,2.8270625,14.63
107,0.0,4.99,6.37,66.03,81.71,16.0,17.0,0.29,20.13,2.64,2.35,4.91,2.43,14.45,0.0,0.0,0.0,0.0,25.0,4.01,0.98,13.0,2.4,10.0
108,0.0,5.0,6.39,66.07,81.84,15.3,28.0,0.28,23.23,2.63,2.35,4.91,2.46,14.47,0.0,0.0,0.0,0.0,40.0,4.13,0.98,13.0,2.4,9.8
109,0.0,4.99,6.37,66.22,81.95,15.6,24.0,0.3,20.05,2.6,2.3,4.87,2.44,14.41,0.0,0.0,0.0,0.0,32.0,4.07,0.98,13.0,2.3,9.9
110,0.0,4.96,6.33,66.04,81.79,15.0,23.0,0.27,23.18,2.62,2.35,4.88,2.46,14.37,0.0,0.0,0.0,0.0,30.0,4.05,0.98,13.0,2.4,9.6
111,0.0,4.97,6.35,65.99,81.73,15.0,26.0,0.28,32.08,2.63,2.35,4.9,2.46,14.41,0.0,0.0,0.0,0.0,33.0,4.05,0.99,13.0,2.5,10.0
112,0.0,5.35,6.83,68.14,84.2,17.0,23.0,0.02,15.3,2.37,2.35,4.77,2.46,14.97,0.0,0.0,0.0,0.0,43.0,4.25,0.89,12.807534027221777,2.5,9.0
113,0.0,5.35,6.83,67.17,83.1,18.0,36.0,0.21,24.18,2.56,2.35,4.98,1.92,15.17,0.0,0.0,0.0,0.0,45.0,4.25,0.93,12.807534027221777,2.5,11.0
114,0.0,5.43,6.93,67.89,84.05,14.0,49.0,0.08,25.2,2.43,2.35,4.89,1.9,15.23,0.0,0.0,0.0,0.0,62.0,4.4,0.9,12.807534027221777,2.3,11.0
115,0.0,5.12,6.54,65.84,81.49,14.1,44.0,0.4,28.32,2.75,2.35,5.07,2.46,14.84,0.0,0.0,0.0,0.0,56.0,4.2,0.99,12.807534027221777,2.5,10.92
116,0.0,5.29,6.76,66.62,82.51,15.2,41.0,0.35,6.0,2.65,2.3,5.05,2.4,15.13,0.0,0.0,0.0,0.0,61.0,4.2,0.95,12.807534027221777,2.5,10.9
117,0.0,5.3,6.77,66.79,82.67,16.0,46.0,0.32,27.1,2.62,2.3,5.02,1.92,15.12,0.0,0.0,0.0,0.0,67.0,4.3,0.95,12.807534027221777,2.3,12.38
118,0.0,5.08,6.49,65.99,81.73,17.0,17.0,0.34,31.35,2.69,2.35,5.0,2.41,14.7,0.0,0.0,0.0,0.0,33.0,4.15,0.98,12.807534027221777,2.4,9.13
119,0.0,5.24,6.7,67.24,81.42,18.0,47.0,0.41,6.2,2.76,2.35,4.87,1.97,14.87,0.0,0.0,0.0,0.0,60.0,4.1,0.93,12.807534027221777,2.5,10.5
120,0.0,5.22,6.67,66.2,81.98,18.0,27.0,0.36,11.25,2.71,2.35,5.08,2.0,15.03,0.0,0.0,0.0,0.0,38.0,4.2,0.97,12.807534027221777,2.5,11.0
121,0.0,5.12,6.54,64.41,82.82,14.4,31.0,0.3,20.47475871313673,2.6,2.3,5.39,1.93,15.14,0.0,0.0,0.0,0.0,35.0,4.25,1.05,12.807534027221777,2.8270625,12.67
122,0.0,6.57,8.4,81.87,81.9,18.0,45.0,0.41,44.1,2.76,2.35,2.77,2.11,15.28,0.0,0.0,0.0,0.0,69.0,4.2,0.42,12.807534027221777,2.2,10.8
123,0.0,5.26,6.72,66.14,83.39,15.0,28.0,0.22,34.15,2.52,2.3,5.13,1.9,15.15,0.0,0.0,0.0,0.0,38.0,4.3,0.98,12.807534027221777,2.4,11.0
124,0.0,5.06,6.46,67.46,82.4,14.8,10.0,0.18,36.35,2.53,2.35,4.67,2.02,14.35,0.0,0.0,0.0,0.0,12.0,4.25,0.92,12.807534027221777,2.2,10.9
125,0.0,4.49,5.73,70.69,85.8,15.1,11.0,0.43,8.45,1.78,1.35,3.85,1.75,12.55,0.0,0.0,0.0,0.0,19.0,4.12,0.86,10.0,7.68,15.0
126,0.0,4.35,5.55,70.24,85.3,15.4,14.0,0.45,15.03,1.8,1.35,3.81,1.83,12.25,0.0,0.0,0.0,0.0,22.0,4.07,0.88,10.0,8.0,14.58
127,0.0,4.41,5.62,70.38,85.4,16.3,15.0,0.41,15.0,1.8,1.39,3.84,2.21,12.37,0.0,0.0,0.0,0.0,16.0,4.08,0.87,10.0,8.2,13.58
128,0.0,4.43,5.63,70.64,85.7,16.1,14.0,0.46,17.0,1.77,1.31,3.81,2.33,12.36,0.0,0.0,0.0,0.0,20.0,4.1,0.86,10.0,7.9,13.96
129,0.0,4.41,5.61,70.36,85.4,15.9,13.0,0.5,19.0,1.81,1.31,3.84,2.33,12.37,0.0,0.0,0.0,0.0,19.0,4.12,0.87,10.0,7.6,13.79
130,0.0,4.44,5.65,70.7,85.8,16.0,14.0,0.4,17.0,1.76,1.36,3.8,2.13,12.38,0.0,0.0,0.0,0.0,13.0,4.1,0.86,10.0,7.9,13.5
131,0.0,7.2,9.21,67.97,84.3,19.6,18.0,0.15,42.18,3.09,2.94,6.3,3.69,19.67,0.0,0.0,0.0,0.0,20.0,4.21,0.88,16.0,2.5,10.42
132,0.0,5.63,7.19,67.74,83.75,17.9,26.0,0.26,19.4,2.56,2.3,5.09,2.46,15.78,0.0,0.0,0.0,0.0,24.0,4.26,0.9,12.807534027221777,2.4,11.219009009009008
133,0.0,5.14,6.56,66.61,82.32,15.4,34.0,0.25,20.47475871313673,2.6,2.35,4.92,1.86,14.73,0.0,0.0,0.0,0.0,48.0,4.13,0.96,12.0,2.8270625,12.79
134,0.0,4.85,6.19,66.77,82.6,15.0,22.0,0.12,28.17,2.42,2.3,4.63,2.86,13.93,0.0,0.0,0.0,0.0,22.0,4.21,0.95,13.0,2.3,9.8
135,0.0,5.14,6.58,66.83,82.37,16.0,33.0,0.29,22.5,2.59,2.3,4.88,2.1,14.71,0.0,0.0,0.0,0.0,45.0,4.25,0.95,12.807534027221777,2.4,11.0
